"Characteristic","unique(paramUse$ENTITY_ABBR)","CRITERION_VALUE","UNIT_NAME","CRITERIATYPEAQUAHUMHLTH","CRITERIATYPEFRESHSALTWATER","CRITERIATYPE_ACUTECHRONIC","USE_CLASS_NAME_LOCATION_ETC","ATTAINS_USE_NAME"
"cadmium","WI","370","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","PUBLIC WATER SUPPLY"
"cadmium","WI","370","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WATER SUPPLY"
"cadmium","WI","370","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH COMMUNITIES"
"cadmium","WI","370","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","LIMITED FORAGE FISH COMMUNITIES"
"cadmium","WI","370","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER FORAGE FISH COMMUNITIES"
"cadmium","WI","370","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH"
"cadmium","WI","370","µg/l","H",NA,NA,"NON-PUBLIC WATER SUPPLY - WARM WATER FORAGE, LIMITED FORAGE, AND WARM WATER SPORT FISH COMMUNITIES","WARM WATER FORAGE FISH"
"cadmium","WI","4.4","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","PUBLIC WATER SUPPLY"
"cadmium","WI","4.4","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","WATER SUPPLY"
"cadmium","WI","4.4","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD WATER COMMUNITIES"
"cadmium","WI","4.4","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - COLD WATER COMMUNITIES","COLD I"
"cadmium","WI","4.4","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","PUBLIC WATER SUPPLY"
"cadmium","WI","4.4","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WATER SUPPLY"
"cadmium","WI","4.4","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH COMMUNITIES"
"cadmium","WI","4.4","µg/l","H",NA,NA,"PUBLIC WATER SUPPLY - WARM WATER SPORT FISH COMMUNITIES","WARM WATER SPORT FISH"
"cadmium","WI","See equation","µg/l","A",NA,"A","WARM WATER SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WARM WATER SPORT FISH"
"cadmium","WI","See equation","µg/l","A",NA,"A","WARM WATER SPORTFISH, WARM WATER FORAGE, AND LIMITED FORAGE FISH","WARM WATER FORAGE FISH"
"cadmium","WMA","0.01","mg/l",NA,NA,NA,"IRRIGATION",NA
"cadmium","WMA","0.01","mg/l",NA,NA,NA,"DOMESTIC/INDUSTRIAL WATER SUPPLY",NA
"cadmium","WMA","0.05","mg/l",NA,NA,NA,"LIVESTOCK AND WILDLIFE",NA
"cadmium","WST","2","µg/l","A","F","A","SURFACE WATERS",NA
"cadmium","WST","0.25","µg/l","A","F","C","SURFACE WATERS",NA
"cadmium","WST","0.005","mg/l","H",NA,NA,"DRINKING WATER",NA
"cadmium","WV","See equation","µg/l","H",NA,NA,"CATEGORY A WATERS",NA
"cadmium","WV","See equation","µg/l","A",NA,"A","CATEGORY B1 AND B4 WATERS",NA
"cadmium","WV","See equation","µg/l","A",NA,"A","CATEGORY B1 AND B4 WATERS",NA
"cadmium","WV","See equation","µg/l","A",NA,"C","CATEGORY B1 AND B4 WATERS",NA
"cadmium","WV","See equation","µg/l","A",NA,"C","CATEGORY B1 AND B4 WATERS",NA
"cadmium","WV","10","µg/l","H",NA,NA,"SITE-SPECIFIC CRITERIA",NA
"cadmium","WY","0.25","µg/l","A","F","C","AQUATIC LIFE",NA
"cadmium","WY","2","µg/l","A","F","A","AQUATIC LIFE",NA
"cadmium","WY","5","µg/l","H","F",NA,"HUMAN HEALTH",NA
"cadmium",NA,NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","304A",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","ACO",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","AK",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","AL","18","µg/l",NA,NA,NA,"WHEELER LAKE (TENNESSEE RIVER BASIN)",NA
"chlorophyll a","AL","18","µg/l",NA,NA,NA,"WILSON LAKE (TENNESSEE RIVER BASIN)",NA
"chlorophyll a","AL","18","µg/l",NA,NA,NA,"ALICEVILLE LAKE (UPPER TOMBIGBEE RIVER BASIN)",NA
"chlorophyll a","AL","10","µg/l",NA,NA,NA,"DEMOPOLIS LAKE (UPPER TOMBIGBEE RIVER BASIN)",NA
"chlorophyll a","AL","14","µg/l",NA,NA,NA,"GAINESVILLE LAKE (UPPER TOMBIGBEE RIVER BASIN)",NA
"chlorophyll a","AL","16","µg/l",NA,NA,NA,"BANKHEAD LAKE (WARRIOR RIVER BASIN)",NA
"chlorophyll a","AL","16","µg/l",NA,NA,NA,"HOLT LAKE (WARRIOR RIVER BASIN)",NA
"chlorophyll a","AL","6","µg/l",NA,NA,NA,"INLAND LAKE (WARRIOR RIVER BASIN)",NA
"chlorophyll a","AL","8","µg/l",NA,NA,NA,"LAKE TUSCALOOSA (WARRIOR RIVER BASIN)",NA
"chlorophyll a","AL","12","µg/l",NA,NA,NA,"OLIVER LAKE (WARRIOR RIVER BASIN)",NA
"chlorophyll a","AL","5","µg/l",NA,NA,NA,"SMITH LAKE (WARRIOR RIVER BASIN)",NA
"chlorophyll a","AL","12","µg/l",NA,NA,NA,"WARRIOR LAKE (WARRIOR RIVER BASIN)",NA
"chlorophyll a","AL","18","µg/l",NA,NA,NA,"NEELY HENRY LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","20","µg/l",NA,NA,NA,"WEISS LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","11","µg/l",NA,NA,NA,"BIG CREEK LAKE (ESCATAWPA RIVER BASIN)",NA
"chlorophyll a","AL","10","µg/l",NA,NA,NA,"COFFEEVILLE LAKE (LOWER TOMBIGBEE RIVER BASIN)",NA
"chlorophyll a","AL","11","µg/l",NA,NA,NA,"GANTT LAKE (PERDIDO/ESCAMBIA RIVER BASIN)",NA
"chlorophyll a","AL","7","µg/l",NA,NA,NA,"LAKE JACKSON (PERDIDO/ESCAMBIA RIVER BASIN)",NA
"chlorophyll a","AL","9","µg/l",NA,NA,NA,"POINT A LAKE (PERDIDO/ESCAMBIA RIVER BASIN)",NA
"chlorophyll a","AL","5","µg/l",NA,NA,NA,"LAKE MARTIN (TALLAPOOSA RIVER BASIN)",NA
"chlorophyll a","AL","10","µg/l",NA,NA,NA,"R.L. HARRIS LAKE (TALLAPOOSA RIVER BASIN)",NA
"chlorophyll a","AL","12","µg/l",NA,NA,NA,"R.L. HARRIS LAKE (TALLAPOOSA RIVER BASIN)",NA
"chlorophyll a","AL","5","µg/l",NA,NA,NA,"THURLOW LAKE (TALLAPOOSA RIVER BASIN)",NA
"chlorophyll a","AL","5","µg/l",NA,NA,NA,"YATES LAKE (TALLAPOOSA RIVER BASIN)",NA
"chlorophyll a","AL","8","µg/l",NA,NA,NA,"CEDAR CREEK LAKE (TENNESSEE RIVER BASIN)",NA
"chlorophyll a","AL","18","µg/l",NA,NA,NA,"GUNTERSVILLE LAKE (TENNESSEE RIVER BASIN)",NA
"chlorophyll a","AL","18","µg/l",NA,NA,NA,"PICKWICK LAKE (TENNESSEE RIVER BASIN)",NA
"chlorophyll a","AL","15","µg/l",NA,NA,NA,"CLAIBORNE LAKE (ALABAMA RIVER BASIN)",NA
"chlorophyll a","AL","17","µg/l",NA,NA,NA,"DANNELLY LAKE (ALABAMA RIVER BASIN)",NA
"chlorophyll a","AL","16","µg/l",NA,NA,NA,"LAKE PURDY (CAHABA RIVER BASIN)",NA
"chlorophyll a","AL","18","µg/l",NA,NA,NA,"LAKE PURDY (CAHABA RIVER BASIN)",NA
"chlorophyll a","AL","15","µg/l",NA,NA,NA,"LAKE HARDING (CHATTAHOOCHEE RIVER BASIN)",NA
"chlorophyll a","AL","15","µg/l",NA,NA,NA,"WALTER F. GEORGE LAKE (CHATTAHOOCHEE RIVER BASIN)",NA
"chlorophyll a","AL","18","µg/l",NA,NA,NA,"WALTER F. GEORGE LAKE (CHATTAHOOCHEE RIVER BASIN)",NA
"chlorophyll a","AL","22","µg/l",NA,NA,NA,"WEST POINT LAKE (CHATTAHOOCHEE RIVER BASIN)",NA
"chlorophyll a","AL","14","µg/l",NA,NA,NA,"JORDAN LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","8","µg/l",NA,NA,NA,"LITTLE BEAR CREEK LAKE (TENNESSEE RIVER BASIN)",NA
"chlorophyll a","AL","17","µg/l",NA,NA,NA,"LAY LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","17","µg/l",NA,NA,NA,"LAY LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","17","µg/l",NA,NA,NA,"LOGAN MARTIN LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","17","µg/l",NA,NA,NA,"LOGAN MARTIN LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","14","µg/l",NA,NA,NA,"MITCHELL LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","16","µg/l",NA,NA,NA,"MITCHELL LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","18","µg/l",NA,NA,NA,"NEELY HENRY LAKE (COOSA RIVER BASIN)",NA
"chlorophyll a","AL","12","µg/l",NA,NA,NA,"LAKE FRANK JACKSON (PERDIDO/ESCAMBIA RIVER BASIN)",NA
"chlorophyll a","AL","16","µg/l",NA,NA,NA,"BEAR CREEK LAKE (TENNESSEE RIVER BASIN)",NA
"chlorophyll a","AL","16","µg/l",NA,NA,NA,"UPPER BEAR CREEK LAKE (TENNESSEE RIVER BASIN)",NA
"chlorophyll a","AL","24","µg/l",NA,NA,NA,"WEST POINT LAKE (CHATTAHOOCHEE RIVER BASIN)",NA
"chlorophyll a","AR","8","µg/l",NA,NA,NA,"BEAVER LAKE",NA
"chlorophyll a","AS","0.5-3.0","µg/l",NA,NA,NA,"ALL EMBAYMENTS EXCEPT PAGO PAGO HARBOR, FAGATELE BAY, AND PALA LAGOON",NA
"chlorophyll a","AS","1.0-5.0","µg/l",NA,NA,NA,"PAGO PAGO HARBOR",NA
"chlorophyll a","AS","0.35-1.0","µg/l",NA,NA,NA,"FAGATELE BAY AND PALA LAGOON",NA
"chlorophyll a","AS","0.25-0.75","µg/l",NA,NA,NA,"OPEN COASTAL WATERS",NA
"chlorophyll a","AS","0.18-0.65","µg/l",NA,"S",NA,"OCEAN WATERS",NA
"chlorophyll a","ASFP",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","AZ","10-15","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (DEEP)","PARTIAL BODY CONTACT"
"chlorophyll a","AZ","10-15","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (DEEP)","FULL BODY CONTACT"
"chlorophyll a","AZ","10-15","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (SHALLOW)","PARTIAL BODY CONTACT"
"chlorophyll a","AZ","10-15","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (SHALLOW)","FULL BODY CONTACT"
"chlorophyll a","AZ","20-30","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (IGNEOUS)","PARTIAL BODY CONTACT"
"chlorophyll a","AZ","20-30","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (IGNEOUS)","FULL BODY CONTACT"
"chlorophyll a","AZ","20-30","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (SEDIMENTARY)","PARTIAL BODY CONTACT"
"chlorophyll a","AZ","20-30","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (SEDIMENTARY)","FULL BODY CONTACT"
"chlorophyll a","AZ","20-30","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (URBAN)","PARTIAL BODY CONTACT"
"chlorophyll a","AZ","20-30","µg/l","H",NA,NA,"FULL-BODY CONTACT (FBC)/PARTIAL-BODY CONTACT (PBC); LAKES/RESERVOIRS (URBAN)","FULL BODY CONTACT"
"chlorophyll a","AZ","5-15","µg/l","A",NA,NA,"AQUATIC AND WILDLIFE (COLD WATER) (A&WC): LAKES/RESERVOIRS","AQUATIC AND WILDLIFE"
"chlorophyll a","AZ","25-40","µg/l","A",NA,NA,"AQUATIC AND WILDLIFE (WARM WATER) (A&WW): LAKES/RESERVOIRS (ALL EXCEPT URBAN)","AQUATIC AND WILDLIFE"
"chlorophyll a","AZ","30-50","µg/l","A",NA,NA,"AQUATIC AND WILDLIFE (WARM WATER) (A&WW): LAKES/RESERVOIRS (URBAN)","AQUATIC AND WILDLIFE"
"chlorophyll a","AZ","30-50","µg/l","A",NA,NA,"AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW): LAKES/RESERVOIRS","AQUATIC AND WILDLIFE (EFFLUENT DEPENDENT WATER)"
"chlorophyll a","AZ","30-50","µg/l","A",NA,NA,"AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW): LAKES/RESERVOIRS","EFFLUENT DEPENDENT WATER"
"chlorophyll a","AZ","30-50","µg/l","A",NA,NA,"AQUATIC AND WILDLIFE (EFFLUENT-DEPENDENT WATER) (A&WEDW): LAKES/RESERVOIRS","AQUATIC AND WILDLIFE"
"chlorophyll a","AZ","10-20","µg/l","H",NA,NA,"DOMESTIC WATER SOURCE (DWS): LAKES/RESERVOIRS","DOMESTIC WATER SOURCE"
"chlorophyll a","BPP",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","BPT",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","BRBCHP",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CA",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CA1",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CA2",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CA3",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CA4",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CA5",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CA6","0.6 - 1.5","mg/l",NA,NA,NA,"RANGE OF SITE-SPECIFIC VALUES: FALLEN LEAF LAKE, LAKE TAHOE HYDROLOGIC UNIT (TABLE 3-13)",NA
"chlorophyll a","CA6","See notes","µg/l","H",NA,NA,"SUSANVILLE HYDROLOGIC UNIT - EAGLE LAKE",NA
"chlorophyll a","CA6","4.5","µg/l","H",NA,NA,"SUSANVILLE HYDROLOGIC UNIT - SOUTH BASIN 11",NA
"chlorophyll a","CA7",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CA8",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CA9",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CDA",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CHE",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CNMI",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CO","8","µg/l",NA,NA,NA,"LAKES AND RESERVOIRS, COLD > 25 ACRES",NA
"chlorophyll a","CO","20","µg/l",NA,NA,NA,"LAKES AND RESERVOIRS, WARM > 25 ACRES",NA
"chlorophyll a","CO","150","mg/m2",NA,NA,NA,"RIVERS AND STREAMS - COLD",NA
"chlorophyll a","CO","150","mg/m2",NA,NA,NA,"RIVERS AND STREAMS - WARM",NA
"chlorophyll a","CO","5","µg/l",NA,NA,NA,"DIRECT USE WATER SUPPLY LAKES AND RESERVOIRS, COLD > 25 ACRES","WATER SUPPLY"
"chlorophyll a","CO","5","µg/l",NA,NA,NA,"DIRECT USE WATER SUPPLY LAKES AND RESERVOIRS, WARM > 25 ACRES","WATER SUPPLY"
"chlorophyll a","CO","5","µg/l",NA,NA,NA,"DIRECT USE WATER SUPPLY LAKES AND RESERVOIRS < = 25 ACRES","WATER SUPPLY"
"chlorophyll a","CO","5-150","µg/l",NA,NA,NA,"ARKANSAS RIVER BASIN SITE-SPECIFIC STANDARDS",NA
"chlorophyll a","CO","5-150","µg/l",NA,NA,NA,"UPPER COLORADO AND NORTH PLATTE RIVER BASIN SITE-SPECIFIC STANDARDS",NA
"chlorophyll a","CO","5-150","µg/l",NA,NA,NA,"SAN JUAN AND DOLORES BASINS SITE-SPECIFIC STANDARDS",NA
"chlorophyll a","CO","5-150","µg/l",NA,NA,NA,"GUNNISON AND LOWER DOLORES RIVER BASINS SITE-SPECIFIC STANDARDS",NA
"chlorophyll a","CO","5-150","µg/l",NA,NA,NA,"RIO GRANDE BASIN SITE-SPECIFIC STANDARDS",NA
"chlorophyll a","CO","5-150","µg/l",NA,NA,NA,"LOWER COLORADO RIVER BASIN SITE-SPECIFIC STANDARDS",NA
"chlorophyll a","CO","5-150","µg/l",NA,NA,NA,"SOUTH PLATTE, LARAMIE, REPUBLICAN AND SMOKY HILL BASINS SITE-SPECIFIC STANDARDS",NA
"chlorophyll a","COL",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CT",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","CTR",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","DC","25","µg/l",NA,NA,NA,"CLASS C WATERS",NA
"chlorophyll a","DE",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","EBCI",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","FDL","3-44","µg/l",NA,NA,NA,"SITE-SPECIFIC PRIMARY FISHERIES LAKES",NA
"chlorophyll a","FL","0.4 - 9.3","µg/l",NA,"S",NA,"FLORIDA BAY",NA
"chlorophyll a","FL","0.2 - 0.7","µg/l",NA,"S",NA,"FLORIDA KEYS",NA
"chlorophyll a","FL","3.0 - 5.1","µg/l",NA,"S",NA,"CHOCTAWHATCHEE BAY",NA
"chlorophyll a","FL","1.0 - 5.8","µg/l",NA,"S",NA,"TIDAL COCOHATCHEE RIVER/TEN THOUSAND ISLANDS",NA
"chlorophyll a","FL","20","µg/l",NA,"F",NA,"LAKES, >40 PLATINUM COBALT UNITS",NA
"chlorophyll a","FL","20","µg/l",NA,"F",NA,"LAKES, ≤40 PLATINUM COBALT UNITS AND >20 MG/L CACO3",NA
"chlorophyll a","FL","6","µg/l",NA,"F",NA,"LAKES, ≤40 PLATINUM COBALT UNITS AND ≤20 MG/L CACO3",NA
"chlorophyll a","FL","5.1 - 15.0","µg/l",NA,"S",NA,"TAMPA BAY",NA
"chlorophyll a","FL","0.2 - 1.7","µg/l",NA,"S",NA,"BISCAYNE BAY",NA
"chlorophyll a","FL","3.4 - 7.4","µg/l",NA,"S",NA,"PENSACOLA BAY",NA
"chlorophyll a","FL","2.9 - 10.2","µg/l",NA,"S",NA,"LAKE WORTH LAGOON",NA
"chlorophyll a","FL","6.2 - 9.0","µg/l",NA,"S",NA,"HALIFAX RIVER ESTUARY",NA
"chlorophyll a","FL","4.0 - 6.6","µg/l",NA,"S",NA,"GUANA RIVER/TOLOMATO RIVER/MATANZAS RIVER (GTM) ESTUARY",NA
"chlorophyll a","FL","4.7 - 17.5","µg/l",NA,"S",NA,"NASSAU RIVER ESTUARY",NA
"chlorophyll a","FL","4.9 - 5.7","µg/l",NA,"S",NA,"SUWANNEE, WACCASASSA, AND WITHLACOOCHEE RIVER ESTUARIES",NA
"chlorophyll a","FL","0.8 - 7.7","µg/l",NA,"S",NA,"SPRINGS COAST (CRYSTAL RIVER TO ANCLOTE RIVER)",NA
"chlorophyll a","FL","6.4 - 11.5","µg/l",NA,"S",NA,"PERDIDO BAY",NA
"chlorophyll a","FL","3.1 - 3.9","µg/l",NA,"S",NA,"ST. ANDREW BAY",NA
"chlorophyll a","FL","1.8 - 5.5","µg/l",NA,"S",NA,"LOXAHATCHEE RIVER ESTUARY",NA
"chlorophyll a","FL","6.0 - 17.4","µg/l",NA,"S",NA,"APALACHICOLA BAY AND ALLIGATOR HARBOR",NA
"chlorophyll a","FL","3.8","µg/l",NA,"S",NA,"ST. JOSEPH BAY",NA
"chlorophyll a","FL","3.1 - 7.6","µg/l",NA,"S",NA,"CLEARWATER HARBOR/ST. JOESEPH SOUND",NA
"chlorophyll a","FL","3.5 - 12.6","µg/l",NA,"S",NA,"CHARLOTTE HARBOR/ESTERO BAY",NA
"chlorophyll a","FL","6.1 - 11.8","µg/l",NA,"S",NA,"SARASOTA BAY",NA
"chlorophyll a","FL","2.2 - 10.9","µg/l",NA,NA,NA,"BIG BEND AND APALACHEE BAY",NA
"chlorophyll a","FL","2.0 - 13.4","µg/l",NA,NA,NA,"INTRACOASTAL WATERWAY (ICWW)",NA
"chlorophyll a","FL","5.0 - 7.4","µg/l",NA,NA,NA,"ST. LUCIE ESTUARY",NA
"chlorophyll a","FL","2.0 - 7.3","µg/l",NA,NA,NA,"INDIAN RIVER LAGOON, BANANA RIVER LAGOON, AND MOSQUITO LAGOON",NA
"chlorophyll a","FL","5.4","µg/l",NA,NA,NA,"LOWER ST. JOHNS RIVER AND TRIBUTARIES (PREDOMINANTLY MARINE)",NA
"chlorophyll a","FL","3.0 - 12.9","µg/l",NA,NA,NA,"ST. MARYS RIVER",NA
"chlorophyll a","GA","10","µg/l",NA,"F",NA,"CARTERS LAKE",NA
"chlorophyll a","GA","10 - 15","µg/l",NA,"F",NA,"LAKE ALLATOONA",NA
"chlorophyll a","GA","20","µg/l",NA,"F",NA,"LAKE JACKSON",NA
"chlorophyll a","GA","5 - 10","µg/l",NA,"F",NA,"LAKE SIDNEY LANIER",NA
"chlorophyll a","GA","15 - 18","µg/l",NA,"F",NA,"LAKE WALTER F. GEORGE",NA
"chlorophyll a","GA","22 - 24","µg/l",NA,"F",NA,"WEST POINT LAKE",NA
"chlorophyll a","GA","15.0 - 26.0","µg/l",NA,NA,NA,"LAKE OCONEE",NA
"chlorophyll a","GA","10.0 - 14.0","µg/l",NA,NA,NA,"LAKE SINCLAIR",NA
"chlorophyll a","GPCHMN",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","GU",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","HI","1.5  - 8.5","µg/l",NA,NA,NA,"EMBAYMENTS: WET CRITERIA",NA
"chlorophyll a","HI","2 - 10","µg/l",NA,NA,NA,"ESTUARIES: ALL EXCEPT PEARL HARBOR",NA
"chlorophyll a","HI","0.5 - 3.0","µg/l",NA,NA,NA,"EMBAYMENTS: DRY CRITERIA",NA
"chlorophyll a","HI","0.15 - 1","µg/l",NA,"S",NA,"OPEN COASTAL WATERS: DRY SEASON",NA
"chlorophyll a","HI","0.3 - 1.75","µg/l",NA,"S",NA,"OPEN COASTAL WATERS: WET SEASON",NA
"chlorophyll a","HI","0.3","µg/l",NA,NA,NA,"KONA COAST - ISLAND OF HAWAII: WHERE SALINITY > 32.00 PPT",NA
"chlorophyll a","HI","0.3","µg/l",NA,NA,NA,"KONA COAST - ISLAND OF HAWAII: WHERE SALINITY ≤ 32.00 PPT",NA
"chlorophyll a","HI","0.06 - 0.2","µg/l",NA,"S",NA,"OCEANIC WATERS",NA
"chlorophyll a","HI","3.5 - 20","µg/l",NA,NA,NA,"ESTUARIES: PEARL HARBOR ONLY",NA
"chlorophyll a","HOOP",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","HPI",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","HUAL",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","IA",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","ID",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","IL",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","IN",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","ISL",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","KALI",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","KDWN",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","KS","10","µg/l",NA,NA,NA,"DOMESTIC WATER SUPPLY","DOMESTIC WATER SUPPLY"
"chlorophyll a","KY",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","LA",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","LACDU",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","LAG",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","LUM",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","MA",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","MAKA",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","MD","10","µg/l",NA,NA,NA,"USES I-P, III-P, AND IV-P -  INCLUDES PUBLIC WATER SUPPLY; WATER CONTACT RECREATION; AND PROTECTION OF AQUATIC LIFE.","PUBLIC WATER SUPPLY"
"chlorophyll a","MD","30","µg/l",NA,NA,NA,"USES I-P, III-P, AND IV-P -  INCLUDES PUBLIC WATER SUPPLY; WATER CONTACT RECREATION; AND PROTECTION OF AQUATIC LIFE.","PUBLIC WATER SUPPLY"
"chlorophyll a","ME",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","MI",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","MICC",NA,NA,NA,NA,NA,NA,NA
"chlorophyll a","MN","3","µg/l","A","F","C","CLASS 2A DESIGNATED LAKE TROUT LAKES IN ALL ECOREGIONS CHRONIC STANDARD","CLASS 2A"
"chlorophyll a","MN","6","µg/l","A","F","C","CLASS 2A DESIGNATED TROUT LAKES IN ALL ECOREGIONS, EXCEPT LAKE TROUT LAKES","CLASS 2A"
"chlorophyll a","MN","14","µg/l","A","F","C","CLASS 2BD, LAKES AND RESERVOIRS - NORTH CENTRAL HARDWOOD FOREST ECOREGION","CLASS 2B"
"chlorophyll a","MN","14","µg/l","A","F","C","CLASS 2BD, LAKES AND RESERVOIRS - NORTH CENTRAL HARDWOOD FOREST ECOREGION","CLASS 2BD"
"chlorophyll a","MN","22","µg/l","A","F","C","CLASS 2BD, LAKES AND RESERVOIRS - WESTERN CORN BELT PLAINS AND NORTHERN GLACIATED PLAINS ECOREGIONS","CLASS 2B"
"chlorophyll a","MN","22","µg/l","A","F","C","CLASS 2BD, LAKES AND RESERVOIRS - WESTERN CORN BELT PLAINS AND NORTHERN GLACIATED PLAINS ECOREGIONS","CLASS 2BD"
