"ENTITY_ABBR.x","CST_USE_NAME","ENTITY_ABBR.y","ATTAINS_USE_NAME","USE_NAME_UNLISTED"
"VA","CLASS VI- NATURAL TROUT WATERS","VA","TROUT WATERS","^(?=.*TROUT)(?=.*WATERS).*$"
NA,NA,"IL","CHICAGO AREA WATERWAY SYSTEM AND BRANDON POOL AQUATIC LIFE USE B","^(?=.*CHICAGO)(?=.*AREA)(?=.*WATERWAY)(?=.*SYSTEM)(?=.*AND)(?=.*BRANDON)(?=.*POOL)(?=.*AQUATIC)(?=.*LIFE)(?=.*USE)(?=.*B).*$"
NA,NA,"MI","RECREATION: TOTAL BODY CONTACT","^(?=.*RECREATION:)(?=.*TOTAL)(?=.*BODY)(?=.*CONTACT).*$"
NA,NA,"OH","MODIFIED WARMWATER HABITAT - CHANNEL MODIFIED","^(?=.*MODIFIED)(?=.*WARMWATER)(?=.*HABITAT)(?=.*-)(?=.*CHANNEL)(?=.*MODIFIED).*$"
NA,NA,"ND","COLD WATER FISHERY","^(?=.*COLD)(?=.*WATER)(?=.*FISHERY).*$"
NA,NA,"OK","NAVIGATION","^(?=.*NAVIGATION).*$"
NA,NA,"MD","OPEN-WATER FISH AND SHELLFISH SUBCATEGORY","^(?=.*OPEN-WATER)(?=.*FISH)(?=.*AND)(?=.*SHELLFISH)(?=.*SUBCATEGORY).*$"
NA,NA,"ME","SHELLFISH HARVESTING","^(?=.*SHELLFISH)(?=.*HARVESTING).*$"
NA,NA,"OK","HQW-HIGH QUALITY WATER","^(?=.*HQW-HIGH)(?=.*QUALITY)(?=.*WATER).*$"
NA,NA,"CC","LIMITED CONTACT RECREATION WATERS","^(?=.*LIMITED)(?=.*CONTACT)(?=.*RECREATION)(?=.*WATERS).*$"
NA,NA,"NV","COLD FRESHWATER HABITAT","^(?=.*COLD)(?=.*FRESHWATER)(?=.*HABITAT).*$"
NA,NA,"OK","CULTURAL USE","^(?=.*CULTURAL)(?=.*USE).*$"
NA,NA,"IL","AQUATIC LIFE SUPPORT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*SUPPORT).*$"
NA,NA,"MT","COLD WATER FISHERY - TROUT","^(?=.*COLD)(?=.*WATER)(?=.*FISHERY)(?=.*-)(?=.*TROUT).*$"
NA,NA,"ME","WILDLIFE","^(?=.*WILDLIFE).*$"
"SD","WARMWATER SEMIPERMANENT FISH LIFE PROPAGATION WATERS (USE 5)","SD","WARMWATER SEMIPERMANENT FISH LIFE PROPAGATION WATERS","^(?=.*WARMWATER)(?=.*SEMIPERMANENT)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"TX","NONCONTACT RECREATION USE","^(?=.*NONCONTACT)(?=.*RECREATION)(?=.*USE).*$"
NA,NA,"VT","THE USE OF WATERS FOR BOATING AND RELATED RECREATIONAL USES","^(?=.*THE)(?=.*USE)(?=.*OF)(?=.*WATERS)(?=.*FOR)(?=.*BOATING)(?=.*AND)(?=.*RELATED)(?=.*RECREATIONAL)(?=.*USES).*$"
NA,NA,"AZ","AQUATIC AND WILDLIFE (ACUTE)","^(?=.*AQUATIC)(?=.*AND)(?=.*WILDLIFE)(?=.*(ACUTE)).*$"
NA,NA,"BB","LIMITED CONTACT RECREATION WATERS","^(?=.*LIMITED)(?=.*CONTACT)(?=.*RECREATION)(?=.*WATERS).*$"
NA,NA,"MN","SECONDARY CONTACT","^(?=.*SECONDARY)(?=.*CONTACT).*$"
NA,NA,"CC","COLDWATER MARGINAL FISH LIFE PROPAGATION WATERS","^(?=.*COLDWATER)(?=.*MARGINAL)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"MT","NON-FISHERY COLD WATER AQUATIC LIFE","^(?=.*NON-FISHERY)(?=.*COLD)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"OK","DOMESTIC WATER SUPPLY","^(?=.*DOMESTIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"KS","EXPECTED AQUATIC LIFE","^(?=.*EXPECTED)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"OK","AGRICULTURE-CLASS II IRRIGATION","^(?=.*AGRICULTURE-CLASS)(?=.*II)(?=.*IRRIGATION).*$"
"DE","PRIMARY CONTACT RECREATION MARINE WATERS","DE","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
"DE","PRIMARY CONTACT RECREATION FRESH WATERS","DE","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"ME","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"AA","LIMITED CONTACT RECREATION WATERS","^(?=.*LIMITED)(?=.*CONTACT)(?=.*RECREATION)(?=.*WATERS).*$"
NA,NA,"NM","MUN & INDUSTRIAL WATER SUPPLY","^(?=.*MUN)(?=.*&)(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NV","WATER OF SPECIAL ECOLOGICAL SIGNIFICANCE","^(?=.*WATER)(?=.*OF)(?=.*SPECIAL)(?=.*ECOLOGICAL)(?=.*SIGNIFICANCE).*$"
NA,NA,"OH","COLDWATER HABITAT","^(?=.*COLDWATER)(?=.*HABITAT).*$"
NA,NA,"AR","PRIMARY CONTACT REC","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*REC).*$"
"SD","IMMERSION RECREATION WATERS","SD","IMMERSION REC","^(?=.*IMMERSION)(?=.*REC).*$"
NA,NA,"BB","COLDWATER MARGINAL FISH LIFE PROPAGATION WATERS","^(?=.*COLDWATER)(?=.*MARGINAL)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"OK","AESTHETICS","^(?=.*AESTHETICS).*$"
NA,NA,"PR","ESTUARINE, COASTAL, SURFACE WATERS, WETLANDS AND WATERS OF HIGH QUALITY AND/OR EXCEPTIONAL ECOLOGICA","^(?=.*ESTUARINE,)(?=.*COASTAL,)(?=.*SURFACE)(?=.*WATERS,)(?=.*WETLANDS)(?=.*AND)(?=.*WATERS)(?=.*OF)(?=.*HIGH)(?=.*QUALITY)(?=.*AND/OR)(?=.*EXCEPTIONAL)(?=.*ECOLOGICA).*$"
NA,NA,"MT","NAVIGATION AND INDUSTRIAL USES","^(?=.*NAVIGATION)(?=.*AND)(?=.*INDUSTRIAL)(?=.*USES).*$"
"MD","USES I-P, III-P, AND IV-P -  INCLUDES PUBLIC WATER SUPPLY; WATER CONTACT RECREATION; AND PROTECTION OF AQUATIC LIFE.","MD","PUBLIC WATER SUPPLY","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY).*$"
"MD","USES I, I-P, II, II-P, III, III-P, IV, AND IV-P -  INCLUDES WATER CONTACT RECREATION; NON-TIDAL WARMWATER, ESTUARINE, AND MARINE AQUATIC LIFE; SHELLFISH HARVESTING; PUBLIC WATER SUPPLY","MD","PUBLIC WATER SUPPLY","^(?=.*PUBLIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NJ","BIOTA","^(?=.*BIOTA).*$"
NA,NA,"GU","DRINKING WATER","^(?=.*DRINKING)(?=.*WATER).*$"
NA,NA,"UT","AQUATIC WILDLIFE (WARM WATER)","^(?=.*AQUATIC)(?=.*WILDLIFE)(?=.*(WARM)(?=.*WATER)).*$"
NA,NA,"WY","WILDLIFE","^(?=.*WILDLIFE).*$"
NA,NA,"MI","OTHER INDIGENOUS WILDLIFE","^(?=.*OTHER)(?=.*INDIGENOUS)(?=.*WILDLIFE).*$"
"SD","LIMITED CONTACT RECREATION WATERS","SD","LIMITED CONTACT REC","^(?=.*LIMITED)(?=.*CONTACT)(?=.*REC).*$"
NA,NA,"CA","COMMERCIAL","^(?=.*COMMERCIAL).*$"
NA,NA,"PA","HIGH QUALITY COLD WATER FISHES","^(?=.*HIGH)(?=.*QUALITY)(?=.*COLD)(?=.*WATER)(?=.*FISHES).*$"
"MN","CLASS 2B - MISSISSIPPI RIVER NAVIGATIONAL POOL 1","MN","NAVIGATION","^(?=.*NAVIGATION).*$"
"MN","CLASS 2B - MISSISSIPPI RIVER NAVIGATIONAL POOL 2","MN","NAVIGATION","^(?=.*NAVIGATION).*$"
"MN","CLASS 2B - MISSISSIPPI RIVER NAVIGATIONAL POOL 3","MN","NAVIGATION","^(?=.*NAVIGATION).*$"
"MN","CLASS 2B - MISSISSIPPI RIVER NAVIGATIONAL POOL 5-8","MN","NAVIGATION","^(?=.*NAVIGATION).*$"
NA,NA,"VA","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"OK","LIVESTOCK WATERING & WILDLIFE HABITAT","^(?=.*LIVESTOCK)(?=.*WATERING)(?=.*&)(?=.*WILDLIFE)(?=.*HABITAT).*$"
NA,NA,"AA","COLDWATER MARGINAL FISH LIFE PROPAGATION WATERS","^(?=.*COLDWATER)(?=.*MARGINAL)(?=.*FISH)(?=.*LIFE)(?=.*PROPAGATION)(?=.*WATERS).*$"
NA,NA,"SD","AGRICULTURE","^(?=.*AGRICULTURE).*$"
NA,NA,"IL","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
"AZ","AGRICULTURAL LIVESTOCK WATERING (AGL)","AZ","AGRICULTURAL LIVESTOCK WATERING","^(?=.*AGRICULTURAL)(?=.*LIVESTOCK)(?=.*WATERING).*$"
NA,NA,"AZ","A&W - EPHEMERAL WASH","^(?=.*A&W)(?=.*-)(?=.*EPHEMERAL)(?=.*WASH).*$"
"GA","DRINKING WATER SUPPLIES - WATERS DESIGNATED AS TROUT STREAMS","GA","DRINKING WATER","^(?=.*DRINKING)(?=.*WATER).*$"
"GA","DRINKING WATER SUPPLIES","GA","DRINKING WATER","^(?=.*DRINKING)(?=.*WATER).*$"
"GA","ALL OTHER CLASSIFICATIONS (EXCEPT DRINKING WATER SUPPLIES)","GA","DRINKING WATER","^(?=.*DRINKING)(?=.*WATER).*$"
"GA","DRINKING WATER SUPPLIES - WATERS SUPPORTING WARM WATER SPECIES OF FISH","GA","DRINKING WATER","^(?=.*DRINKING)(?=.*WATER).*$"
"GA","DRINKING WATER SUPPLIES - WATERS DESIGNATED AS SECONDARY TROUT WATERS","GA","DRINKING WATER","^(?=.*DRINKING)(?=.*WATER).*$"
NA,NA,"GU","AESTHETIC ENJOYMENT","^(?=.*AESTHETIC)(?=.*ENJOYMENT).*$"
"PA","COLD WATER FISHES; WARM WATER FISHES; TROUT STOCKING; MIGRATORY FISHES","PA","COLD WATER FISHES","^(?=.*COLD)(?=.*WATER)(?=.*FISHES).*$"
"PA","COLD WATER FISHES; WARM WATER FISHES; TROUT STOCKING","PA","COLD WATER FISHES","^(?=.*COLD)(?=.*WATER)(?=.*FISHES).*$"
NA,NA,"CA","WATER QUALITY ENFORCEMENT","^(?=.*WATER)(?=.*QUALITY)(?=.*ENFORCEMENT).*$"
NA,NA,"VT","AQUATIC BIOTA/HABITAT","^(?=.*AQUATIC)(?=.*BIOTA/HABITAT).*$"
NA,NA,"DC","PROTECTION AND PROPAGATION OF FISH, SHELLFISH, AND WILDLIFE","^(?=.*PROTECTION)(?=.*AND)(?=.*PROPAGATION)(?=.*OF)(?=.*FISH,)(?=.*SHELLFISH,)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"ME","AGRICULTURAL SUPPLY","^(?=.*AGRICULTURAL)(?=.*SUPPLY).*$"
NA,NA,"NM","INDUSTRIAL WATER  STORAGE","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*)(?=.*STORAGE).*$"
NA,NA,"VT","THE USE OF WATER FOR IRRIGATION OF CROPS AND OTHER AGRICULTURAL USES","^(?=.*THE)(?=.*USE)(?=.*OF)(?=.*WATER)(?=.*FOR)(?=.*IRRIGATION)(?=.*OF)(?=.*CROPS)(?=.*AND)(?=.*OTHER)(?=.*AGRICULTURAL)(?=.*USES).*$"
"CO","DRINKING WATER SUPPLY","CO","DRINKING WATER SUPPLY","^(?=.*DRINKING)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NV","PROPAGATION OF WILDLIFE","^(?=.*PROPAGATION)(?=.*OF)(?=.*WILDLIFE).*$"
NA,NA,"NC","HUMAN HEALTH","^(?=.*HUMAN)(?=.*HEALTH).*$"
"KS","SECONDARY CONTACT RECREATION-CLASS A","KS","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"KS","SECONDARY CONTACT RECREATION-CLASS B","KS","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"KS","SECONDARY CONTACT RECREATION-PUBLIC ACCESS","KS","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
"KS","SECONDARY CONTACT RECREATION-RESTRICTED ACCESS","KS","SECONDARY CONTACT RECREATION","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*RECREATION).*$"
NA,NA,"IA","VEGETATIVE AND WILDLIFE HABITAT","^(?=.*VEGETATIVE)(?=.*AND)(?=.*WILDLIFE)(?=.*HABITAT).*$"
"HI","ALL WATERS: FISH CONSUMPTION","HI","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"WY","PRIMARY CONTACT (RECR)","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"WV","INDUSTRIAL USE","^(?=.*INDUSTRIAL)(?=.*USE).*$"
NA,NA,"MN","CLASS 2A DRINKING WATER","^(?=.*CLASS)(?=.*2A)(?=.*DRINKING)(?=.*WATER).*$"
"MT","C-1 (BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","C-2 (BATHING, SWIMMING, AND RECREATION; GROWTH AND MARGINAL PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","C-3 (BATHING, SWIMMING, AND RECREATION; GROWTH AND MARGINAL PROPAGATION OF NON-SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS. THE QUALITY OF THESE WATERS IS NATURALLY MARGINAL FOR DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AGRICULTURE, AND INDUSTRIAL WATER SUPPLY).","MT","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","B-1 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","B-2 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND MARGINAL PROPAGATION OF SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","B-3 (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES, AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND PROPAGATION OF NON-SALMONID FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
"MT","I (DRINKING, CULINARY, AND FOOD PROCESSING PURPOSES AFTER CONVENTIONAL TREATMENT; BATHING, SWIMMING, AND RECREATION; GROWTH AND  PROPAGATION OF  FISHES AND ASSOCIATED AQUATIC LIFE, WATERFOWL AND FURBEARERS; AND AGRICULTURAL AND INDUSTRIAL WATER SUPPLY)","MT","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
"UT","DOMESTIC SOURCE, CLASS 1C","UT","DOMESTIC SOURCE","^(?=.*DOMESTIC)(?=.*SOURCE).*$"
NA,NA,"IL","SECONDARY CONTACT (RECR)","^(?=.*SECONDARY)(?=.*CONTACT)(?=.*(RECR)).*$"
NA,NA,"VT","WARM WATER FISHERY","^(?=.*WARM)(?=.*WATER)(?=.*FISHERY).*$"
"CA9","PRIMARY DRINKING WATER","CA","DRINKING WATER","^(?=.*DRINKING)(?=.*WATER).*$"
NA,NA,"AK","NONDEGRADATION","^(?=.*NONDEGRADATION).*$"
NA,NA,"MN","CULTURAL","^(?=.*CULTURAL).*$"
NA,NA,"MA","AGRICULTURE","^(?=.*AGRICULTURE).*$"
NA,NA,"NV","PRIMARY CONTACT CEREMONIAL USE","^(?=.*PRIMARY)(?=.*CONTACT)(?=.*CEREMONIAL)(?=.*USE).*$"
NA,NA,"MA","SUSTENANCE FISHING","^(?=.*SUSTENANCE)(?=.*FISHING).*$"
NA,NA,"MN","CLASS 3A INDUSTRIAL CONSUMPTION","^(?=.*CLASS)(?=.*3A)(?=.*INDUSTRIAL)(?=.*CONSUMPTION).*$"
NA,NA,"OR","FISH AND AQUATIC LIFE","^(?=.*FISH)(?=.*AND)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"AK","FRESH WATER; WATER SUPPLY; AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING","^(?=.*FRESH)(?=.*WATER;)(?=.*WATER)(?=.*SUPPLY;)(?=.*AGRICULTURE,)(?=.*INCLUDING)(?=.*IRRIGATION)(?=.*AND)(?=.*STOCK)(?=.*WATERING).*$"
"SD","WARMWATER MARGINAL FISH LIFE PROPAGATION WATERS (USE 6)","SD","WARMWATER MARGINAL FISH","^(?=.*WARMWATER)(?=.*MARGINAL)(?=.*FISH).*$"
"SD","COLDWATER PERMANENT, COLDWATER MARGINAL, OR WARMWATER PERMANENT FISH LIFE PROPAGATION","SD","WARMWATER MARGINAL FISH","^(?=.*WARMWATER)(?=.*MARGINAL)(?=.*FISH).*$"
"SD","WARMWATER SEMIPERMANENT OR WARMWATER MARGINAL FISH LIFE PROPAGATION","SD","WARMWATER MARGINAL FISH","^(?=.*WARMWATER)(?=.*MARGINAL)(?=.*FISH).*$"
NA,NA,"ID","AGRICULTURAL WATER SUPPLY","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"IN","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"MI","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"MS","FISH CONSUMPTION","^(?=.*FISH)(?=.*CONSUMPTION).*$"
NA,NA,"CA","ESTUARINE HABITAT","^(?=.*ESTUARINE)(?=.*HABITAT).*$"
NA,NA,"IA","RECREATION PRIMARY & SECONDARY CONTACT","^(?=.*RECREATION)(?=.*PRIMARY)(?=.*&)(?=.*SECONDARY)(?=.*CONTACT).*$"
NA,NA,"KY","OVERALL USE SUPPORT","^(?=.*OVERALL)(?=.*USE)(?=.*SUPPORT).*$"
"ME","FRESH SURFACE WATERS - CLASS AA","ME","CLASS AA","^(?=.*CLASS)(?=.*AA).*$"
NA,NA,"MN","WILD RICE AREAS","^(?=.*WILD)(?=.*RICE)(?=.*AREAS).*$"
NA,NA,"OR","PRIVATE DOMESTIC WATER SUPPLY","^(?=.*PRIVATE)(?=.*DOMESTIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"VA","WILDLIFE","^(?=.*WILDLIFE).*$"
NA,NA,"MT","CLASS 1- COLD WATER FISHERY","^(?=.*CLASS)(?=.*1-)(?=.*COLD)(?=.*WATER)(?=.*FISHERY).*$"
"CO","AGRICULTURE","CO","AGRICULTURE","^(?=.*AGRICULTURE).*$"
NA,NA,"AK","MARINE WATER; GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE","^(?=.*MARINE)(?=.*WATER;)(?=.*GROWTH)(?=.*AND)(?=.*PROPAGATION)(?=.*OF)(?=.*FISH,)(?=.*SHELLFISH,)(?=.*OTHER)(?=.*AQUATIC)(?=.*LIFE)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"NC","SHELLFISH HARVESTING","^(?=.*SHELLFISH)(?=.*HARVESTING).*$"
NA,NA,"WI","FISH & AQUATIC LIFE IN WETLANDS","^(?=.*FISH)(?=.*&)(?=.*AQUATIC)(?=.*LIFE)(?=.*IN)(?=.*WETLANDS).*$"
NA,NA,"CT","SHELLFISH HARVESTING FOR DIRECT CONSUMPTION WHERE AUTHORIZED","^(?=.*SHELLFISH)(?=.*HARVESTING)(?=.*FOR)(?=.*DIRECT)(?=.*CONSUMPTION)(?=.*WHERE)(?=.*AUTHORIZED).*$"
"NE","AQUATIC LIFE USES","NE","AQUATIC LIFE","^(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"MI","CULTURAL/CEREMONIAL USE AND DRINKING","^(?=.*CULTURAL/CEREMONIAL)(?=.*USE)(?=.*AND)(?=.*DRINKING).*$"
NA,NA,"OK","HUMAN HEALTH (FISH CONSUMPTION)","^(?=.*HUMAN)(?=.*HEALTH)(?=.*(FISH)(?=.*CONSUMPTION)).*$"
NA,NA,"MN","GENERAL","^(?=.*GENERAL).*$"
"FL","CLASS IV: AGRICULTURAL WATER SUPPLIES","FL","AGRICULTURAL WATER SUPPLIES","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLIES).*$"
"FL","CLASS IV WATERS: AGRICULTURAL WATER SUPPLIES","FL","AGRICULTURAL WATER SUPPLIES","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLIES).*$"
"FL","CLASS I: POTABLE WATER SUPPLIES AND CLASS IV: AGRICULTURAL WATER SUPPLIES","FL","AGRICULTURAL WATER SUPPLIES","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLIES).*$"
NA,NA,"NV","MUNICIPAL OR DOMESTIC SUPPLY--DISINFECTION AND FILTRATION TREATMENT ONLY","^(?=.*MUNICIPAL)(?=.*OR)(?=.*DOMESTIC)(?=.*SUPPLY--DISINFECTION)(?=.*AND)(?=.*FILTRATION)(?=.*TREATMENT)(?=.*ONLY).*$"
NA,NA,"VT","NONCONTACT RECREATION","^(?=.*NONCONTACT)(?=.*RECREATION).*$"
NA,NA,"MD","SEASONAL DEEP-WATER FISH AND SHELLFISH SUBCATEGORY","^(?=.*SEASONAL)(?=.*DEEP-WATER)(?=.*FISH)(?=.*AND)(?=.*SHELLFISH)(?=.*SUBCATEGORY).*$"
NA,NA,"VT","COLD WATER FISHERY","^(?=.*COLD)(?=.*WATER)(?=.*FISHERY).*$"
NA,NA,"NM","AQUATIC USE: MARGINAL COLDWATER","^(?=.*AQUATIC)(?=.*USE:)(?=.*MARGINAL)(?=.*COLDWATER).*$"
NA,NA,"NY","FISH AND AQUATIC LIFE USE","^(?=.*FISH)(?=.*AND)(?=.*AQUATIC)(?=.*LIFE)(?=.*USE).*$"
NA,NA,"MN","CLASS 4C ANIMAL USE","^(?=.*CLASS)(?=.*4C)(?=.*ANIMAL)(?=.*USE).*$"
NA,NA,"NY","ENJOYMENT","^(?=.*ENJOYMENT).*$"
NA,NA,"MO","GENERAL USE","^(?=.*GENERAL)(?=.*USE).*$"
NA,NA,"IA","WATER SUPPLY","^(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"IL","INDIGENOUS AQUATIC LIFE","^(?=.*INDIGENOUS)(?=.*AQUATIC)(?=.*LIFE).*$"
NA,NA,"AK","MARINE WATER / WATER SUPPLY / AQUACULTURE","^(?=.*MARINE)(?=.*WATER)(?=.*/)(?=.*WATER)(?=.*SUPPLY)(?=.*/)(?=.*AQUACULTURE).*$"
"MS","FISH AND WILDLIFE","MS","FISH AND WILDLIFE","^(?=.*FISH)(?=.*AND)(?=.*WILDLIFE).*$"
NA,NA,"TX","RECREATIONAL BEACHES","^(?=.*RECREATIONAL)(?=.*BEACHES).*$"
"ME","ESTUARINE AND MARINE WATERS - CLASS SB","ME","CLASS B","^(?=.*CLASS)(?=.*B).*$"
"ME","FRESH SURFACE WATERS - CLASS B","ME","CLASS B","^(?=.*CLASS)(?=.*B).*$"
"ME","SPAWNING AREAS - CLASS B FRESH SURFACE WATERS","ME","CLASS B","^(?=.*CLASS)(?=.*B).*$"
"SAND","PRIMARY CONTACT RECREATION","ND","RECREATION","^(?=.*RECREATION).*$"
"SAND","SECONDARY CONTACT RECREATION","ND","RECREATION","^(?=.*RECREATION).*$"
NA,NA,"CA","FRESHWATER REPLENISHMENT","^(?=.*FRESHWATER)(?=.*REPLENISHMENT).*$"
NA,NA,"AR","DOMESTIC WATER SUPPLY","^(?=.*DOMESTIC)(?=.*WATER)(?=.*SUPPLY).*$"
"OHKA","AGRICULTURAL WATER SUPPLY USE","OH","AGRICULTURAL WATER SUPPLY","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLY).*$"
"OHKA","AGRICULTURAL WATER SUPPLY USE - LIVESTOCK WATERING","OH","AGRICULTURAL WATER SUPPLY","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLY).*$"
"OHKA","AGRICULTURAL WATER SUPPLY USE - IRRIGATION","OH","AGRICULTURAL WATER SUPPLY","^(?=.*AGRICULTURAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"OH","AQUATIC LIFE - EXCEPTIONAL WARMWATER HABITAT/COLDWATER HABITAT","^(?=.*AQUATIC)(?=.*LIFE)(?=.*-)(?=.*EXCEPTIONAL)(?=.*WARMWATER)(?=.*HABITAT/COLDWATER)(?=.*HABITAT).*$"
NA,NA,"OR","INDUSTRIAL WATER SUPPLY","^(?=.*INDUSTRIAL)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"NE","COLD WATER AQUATIC LIFE (CLASS A)","^(?=.*COLD)(?=.*WATER)(?=.*AQUATIC)(?=.*LIFE)(?=.*(CLASS)(?=.*A)).*$"
"KS","DOMESTIC WATER SUPPLY","KS","DOMESTIC WATER SUPPLY","^(?=.*DOMESTIC)(?=.*WATER)(?=.*SUPPLY).*$"
NA,NA,"DE","AGRICULTURE","^(?=.*AGRICULTURE).*$"
"KS","FOOD PROCUREMENT","KS","FOOD PROCUREMENT","^(?=.*FOOD)(?=.*PROCUREMENT).*$"
NA,NA,"WA","WATER SUPPLY - STOCK WATER","^(?=.*WATER)(?=.*SUPPLY)(?=.*-)(?=.*STOCK)(?=.*WATER).*$"
